Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts
112,2023,Q4,Gujarat,West,Ahmedabad,Semi-Urban,1179626,46,88,33,71,689304,607034,375907,170454,108005.17,55243.51,18438.64,34323.02,93012.4,40411.74,19795.26,32805.4,5325402,2623759,281325.0,154810.0,81249,49291.0,61941
113,2024,Q1,Gujarat,West,Ahmedabad,Semi-Urban,1193450,36,81,23,34,719261,582105,409113,198863,99992.14,57986.9,9047.37,32957.87,71447.22,30509.68,20092.02,20845.52,7974310,5671601,200099.0,82772.0,41977,48872.0,21778
114,2024,Q2,Gujarat,West,Ahmedabad,Rural,1193450,30,56,28,31,1064649,877844,542484,412243,166944.99,80660.72,28894.96,57389.31,98746.13,49118.23,29272.58,20355.31,10665537,6972622,205039.0,225113.0,47881,28905.0,33360
115,2024,Q3,Gujarat,West,Ahmedabad,Semi-Urban,1193450,40,65,37,36,1083924,926445,565674,454443,90044.5,42576.54,15362.18,32105.78,57448.64,28435.43,16250.53,12762.68,14681338,9050687,213852.0,184853.0,60907,39010.0,30371
116,2024,Q4,Gujarat,West,Ahmedabad,Urban,1193450,54,108,31,56,830383,557093,387873,240595,102940.78,46912.39,14842.62,41185.77,76002.66,35236.24,19215.07,21551.35,8521998,5488924,201990.0,164816.0,101187,45926.0,56434
117,2025,Q1,Gujarat,West,Ahmedabad,Rural,1207273,32,65,25,24,983459,770066,568480,265753,144171.34,75421.01,19625.95,49124.37,116257.78,45456.36,30411.62,40389.81,12315477,7075784,293496.0,230415.0,62264,72857.0,40165
118,2025,Q2,Gujarat,West,Ahmedabad,Urban,1207273,48,80,43,68,1113626,795635,584649,371005,96026.4,50933.88,16618.39,28474.12,68573.71,27158.63,11399.62,30015.46,12230478,7170488,261021.0,143519.0,111001,81423.0,75451
119,2025,Q3,Gujarat,West,Ahmedabad,Urban,1207273,50,84,40,60,1074242,810809,601075,388460,108771.46,54859.67,12964.02,40947.77,83482.92,31037.17,20796.88,31648.87,14600818,9297244,283411.0,163244.0,58126,51507.0,45929
120,2025,Q4,Gujarat,West,Ahmedabad,Rural,1207273,39,67,21,27,1057923,872780,477131,387882,143651.21,82560.43,17134.63,43956.15,119502.47,60303.07,24306.8,34892.59,14427513,11081056,244666.0,184721.0,97565,71685.0,65674
121,2021,Q1,Gujarat,West,Surat,Rural,1485811,28,50,28,37,875590,647968,337832,281052,130065.35,60639.27,15579.7,53846.37,111003.65,60902.27,18458.53,31642.86,7186418,5075619,270761.0,125929.0,133879,63520.0,88833
122,2021,Q2,Gujarat,West,Surat,Rural,1485811,34,74,23,41,1028484,826753,440273,267647,183147.44,91748.31,18696.66,72702.47,103083.97,36821.98,19022.19,47239.79,14431015,9444907,368202.0,145918.0,90926,55542.0,58299
123,2021,Q3,Gujarat,West,Surat,Semi-Urban,1485811,38,86,40,57,1063846,892037,505611,345200,109832.32,49400.57,12428.24,48003.51,91398.06,35774.59,15534.21,40089.26,11554919,6965578,212253.0,274887.0,124292,71055.0,71208
124,2021,Q4,Gujarat,West,Surat,Semi-Urban,1485811,38,82,34,31,1329013,1024597,580106,411060,99881.93,54184.7,7990.67,37706.56,68665.5,31208.61,11511.69,25945.2,11236711,6418215,484634.0,169289.0,72544,33323.0,52221
125,2022,Q1,Gujarat,West,Surat,Urban,1503640,51,109,51,55,1008109,716848,526761,394698,97190.87,54845.82,15615.59,26729.45,85042.33,42593.42,18288.13,24160.78,5523854,3553766,267789.0,180791.0,116621,33636.0,86163
126,2022,Q2,Gujarat,West,Surat,Semi-Urban,1503640,37,85,21,34,1183676,832167,618926,449076,105242.57,52770.99,12305.81,40165.77,90283.94,46541.48,23257.98,20484.47,14255802,9813389,337630.0,176705.0,118394,80590.0,65283
127,2022,Q3,Gujarat,West,Surat,Semi-Urban,1503640,40,72,43,58,1242243,1023081,611698,520361,168268.69,75062.25,26690.88,66515.57,133330.48,56914.91,21803.14,54612.42,15533355,11977414,448251.0,125106.0,92112,45650.0,65473
128,2022,Q4,Gujarat,West,Surat,Semi-Urban,1503640,40,79,43,29,1126790,925282,622583,290310,201031.41,97188.35,18730.4,85112.66,167971.31,64073.44,34160.38,69737.5,14123242,10154673,273339.0,272294.0,75224,63374.0,49764
129,2023,Q1,Gujarat,West,Surat,Semi-Urban,1521470,40,79,28,39,1049824,833520,469071,392494,122898.23,67028.89,13343.78,42525.57,85145.5,41473.42,17586.28,26085.8,14204144,9552575,195637.0,162356.0,114549,59434.0,59980
130,2023,Q2,Gujarat,West,Surat,Rural,1521470,35,75,21,33,1004232,744101,578511,235166,133728.92,76935.35,12213.51,44580.06,91362.04,45459.65,23629.66,22272.73,8463208,4733327,245485.0,140861.0,71995,49359.0,39550
131,2023,Q3,Gujarat,West,Surat,Rural,1521470,36,73,21,27,1405848,988650,560108,486141,222931.37,103169.14,18171.37,101590.85,193605.88,77476.93,49300.51,66828.43,10633168,5968704,399141.0,239254.0,107811,96026.0,86280
132,2023,Q4,Gujarat,West,Surat,Rural,1521470,36,60,38,49,1365139,923840,679180,501332,217014.32,91680.56,30011.48,95322.28,137483.67,60499.81,40428.63,36555.23,8885847,6057820,299092.0,266029.0,142440,41083.0,64536
133,2024,Q1,Gujarat,West,Surat,Rural,1539300,35,79,27,32,1111146,913990,424247,381995,174379.74,79992.09,26402.01,67985.64,101168.01,39440.76,28614.95,33112.3,8717176,4744950,376626.0,112191.0,78886,41532.0,37323
134,2024,Q2,Gujarat,West,Surat,Rural,1539300,34,72,30,44,898534,796476,492125,349591,173871.59,88166.92,17392.06,68312.61,131018.95,65322.95,34498.4,31197.61,8826740,6675045,283208.0,106482.0,107854,46648.0,59263
135,2024,Q3,Gujarat,West,Surat,Rural,1539300,37,80,29,46,999187,816864,465141,312680,169852.48,73077.5,27596.67,69178.31,109807.32,48181.68,17906.05,43719.59,6409502,4020864,243647.0,,139501,30245.0,102232
136,2024,Q4,Gujarat,West,Surat,Rural,1539300,39,80,27,32,946270,605364,394716,340170,186922.18,98998.0,17017.99,70906.18,120645.53,49701.3,23525.15,47419.08,7010896,4109343,214239.0,137484.0,130399,61000.0,73529
137,2025,Q1,Gujarat,West,Surat,Urban,1557129,52,95,43,80,1393071,903711,638787,468361,183428.46,102244.98,27091.3,54092.18,151605.41,79100.56,40140.54,32364.32,7761737,5294231,302015.0,218796.0,71246,83162.0,38113
138,2025,Q2,Gujarat,West,Surat,Rural,1557129,37,62,20,49,1305448,997598,538200,310104,95961.88,53982.1,9994.78,31985.0,63997.89,23747.64,12231.95,28018.3,9675578,4811855,354145.0,240970.0,91032,47923.0,48359
139,2025,Q3,Gujarat,West,Surat,Urban,1557129,58,109,45,68,1283547,1048145,531823,417183,174814.3,91082.98,23294.08,60437.25,102804.83,48434.19,18135.65,36234.99,15775834,8548540,322486.0,155721.0,91110,89570.0,47887
140,2025,Q4,Gujarat,West,Surat,Rural,1557129,44,82,24,62,901572,678695,443695,317325,140226.97,59119.21,21362.79,59744.97,101912.29,52711.43,28025.31,21175.55,7676113,5507361,298126.0,147289.0,96662,30808.0,74075
141,2021,Q1,Gujarat,West,Rajkot,Rural,454994,38,59,26,33,258626,195053,107677,97255,47661.15,27503.97,5959.92,14197.25,34287.98,18784.45,6597.58,8905.95,2276668,1140613,90711.0,25077.0,35832,14333.0,25492
142,2021,Q2,Gujarat,West,Rajkot,Rural,454994,30,55,17,30,416479,302440,227511,165295,52377.22,22797.68,4733.22,24846.32,29648.49,13822.22,6512.29,9313.99,3282149,2242502,109630.0,67811.0,36631,10716.0,19292
143,2021,Q3,Gujarat,West,Rajkot,Semi-Urban,454994,47,85,35,39,297096,234561,138634,113669,54888.48,29712.39,6075.63,19100.47,37705.12,18571.87,8071.52,11061.73,3285122,2425911,87493.0,36843.0,39638,18187.0,28774
144,2021,Q4,Gujarat,West,Rajkot,Rural,454994,32,64,19,35,331350,294364,154481,111122,48562.71,26210.13,4977.88,17374.7,35182.67,18125.53,7910.33,9146.8,5011584,2500490,86071.0,73868.0,37130,21896.0,23048
145,2022,Q1,Gujarat,West,Rajkot,Urban,460453,52,111,32,46,337705,234340,156373,137303,62133.91,34627.18,9840.6,17666.13,42969.64,16767.31,9968.45,16233.88,3291961,1673297,96412.0,48574.0,36781,22165.0,26170
146,2022,Q2,Gujarat,West,Rajkot,Urban,460453,53,117,55,81,398442,322256,151863,126634,56855.77,26773.19,10013.21,20069.37,48001.31,24952.8,10408.68,12639.83,3362470,1629866,72044.0,43841.0,16589,28221.0,11799
147,2022,Q3,Gujarat,West,Rajkot,Rural,460453,35,54,37,37,326605,238214,128638,115633,56690.19,25065.55,7816.67,23807.97,41833.38,21907.4,8913.77,11012.22,3426163,2126912,75415.0,58054.0,28356,16234.0,21794
148,2022,Q4,Gujarat,West,Rajkot,Rural,460453,33,75,27,51,404110,291557,223363,98244,79631.64,34138.28,11500.85,33992.5,69399.11,25258.51,16493.13,27647.47,3570182,1932360,120828.0,82234.0,17285,21816.0,10674
149,2023,Q1,Gujarat,West,Rajkot,Urban,465913,52,81,33,57,340048,276117,191121,120443,71230.88,36578.48,11637.64,23014.76,54281.53,19851.38,14312.9,20117.24,3985600,1992633,67559.0,65941.0,22758,24069.0,15430
150,2023,Q2,Gujarat,West,Rajkot,Rural,465913,34,71,29,39,435017,352958,197971,168793,76088.75,34398.85,7732.34,33957.56,59204.65,27862.18,14603.35,16739.12,2967425,1733724,163984.0,97127.0,28478,19487.0,19867
151,2023,Q3,Gujarat,West,Rajkot,Urban,465913,55,119,42,46,343706,218412,195388,81015,45301.6,26168.41,4376.23,14756.96,26626.58,9365.67,4840.18,12420.73,2118438,1029891,59821.0,53754.0,39414,14875.0,22894
152,2023,Q4,Gujarat,West,Rajkot,Rural,465913,31,72,19,46,398695,255728,230184,110433,37227.07,19844.56,5275.89,12106.62,22391.1,9979.7,6029.43,6381.98,1906867,1014973,76447.0,46628.0,40778,18773.0,33200
153,2024,Q1,Gujarat,West,Rajkot,Rural,471373,32,58,20,32,361057,324119,185164,94539,27441.85,13995.59,4295.09,9151.17,23609.28,8337.96,5505.36,9765.95,4178626,2867004,110986.0,81422.0,35110,11138.0,26188
154,2024,Q2,Gujarat,West,Rajkot,Rural,471373,39,82,30,45,426681,370857,231931,139580,72146.65,40339.86,8677.62,23129.17,62780.4,33679.46,16563.0,12537.94,6082699,3221340,108530.0,54267.0,40658,21137.0,24412
155,2024,Q3,Gujarat,West,Rajkot,Urban,471373,59,117,44,83,306790,270862,171433,89236,52165.07,24727.49,9329.84,18107.75,29125.24,11665.51,6780.66,10679.07,4259708,2841409,96347.0,64407.0,33475,8490.0,19727
156,2024,Q4,Gujarat,West,Rajkot,Rural,471373,44,77,37,38,314374,215781,179099,131527,51655.48,28189.95,7179.84,16285.69,28520.21,14388.54,7368.15,6763.52,2891610,1998753,81989.0,58710.0,42946,13766.0,30577
157,2025,Q1,Gujarat,West,Rajkot,Rural,476833,39,61,35,35,388133,291539,207538,95447,57719.53,32119.6,9976.15,15623.78,50724.58,25829.03,13468.53,11427.02,3463500,2466061,80473.0,54576.0,42866,13373.0,33918
158,2025,Q2,Gujarat,West,Rajkot,Semi-Urban,476833,47,95,31,35,369197,296252,155858,124366,71942.75,40890.59,8387.7,22664.46,47119.36,23554.27,10383.02,13182.07,3437828,1951843,71918.0,52306.0,26193,14652.0,12189
159,2025,Q3,Gujarat,West,Rajkot,Semi-Urban,476833,51,86,36,64,375007,285670,168784,154396,44141.16,23328.53,5928.25,14884.38,29330.58,12821.25,7955.26,8554.08,3073277,2258429,83505.0,42408.0,19235,27969.0,12506
160,2025,Q4,Gujarat,West,Rajkot,Urban,476833,61,140,48,53,293953,202003,153451,81518,34618.84,19598.32,3425.16,11595.35,19097.78,6913.77,5474.71,6709.31,1916213,1088945,78448.0,35271.0,19973,21187.0,14783
161,2021,Q1,Gujarat,West,Vadodara,Semi-Urban,1379896,27,60,28,40,931052,757406,404380,242099,89634.59,43812.78,14618.95,31202.86,52845.33,26263.35,12387.14,14194.85,7644783,5036570,223333.0,165541.0,84215,30929.0,41529
162,2021,Q2,Gujarat,West,Vadodara,Rural,1379896,22,49,16,29,1109106,976939,603571,375972,188512.24,91225.41,21241.46,76045.37,104354.28,53774.83,28398.69,22180.76,11824672,6096951,241458.0,229943.0,129481,39633.0,61487
163,2021,Q3,Gujarat,West,Vadodara,Semi-Urban,1379896,35,57,22,42,921599,813521,501117,393107,108397.66,53006.18,12438.84,42952.65,61419.78,22145.09,15777.61,23497.08,11524569,6406017,275833.0,134478.0,96120,39592.0,72543
164,2021,Q4,Gujarat,West,Vadodara,Semi-Urban,1379896,41,79,30,42,1196417,851717,504662,284489,160608.41,89064.66,16401.95,55141.8,108527.46,55531.46,29878.4,23117.6,9331678,7089895,272548.0,180414.0,58119,85768.0,40859
165,2022,Q1,Gujarat,West,Vadodara,Rural,1396454,27,50,17,34,1297634,1008797,678598,304132,155321.63,80463.96,27002.39,47855.29,119347.07,43604.72,25021.5,50720.85,15986085,11580340,366367.0,202406.0,100139,56671.0,54523
166,2022,Q2,Gujarat,West,Vadodara,Rural,1396454,26,47,20,34,1130206,722913,518823,291789,114287.56,48767.24,13933.74,51586.58,69201.94,36390.95,16469.07,16341.92,10877201,8347549,202530.0,159391.0,67346,78333.0,53586
167,2022,Q3,Gujarat,West,Vadodara,Urban,1396454,47,88,45,55,1140732,844105,600366,448466,113878.22,57673.33,18729.16,37475.72,78841.26,33571.24,22714.84,22555.17,10715029,6795778,240826.0,243813.0,74721,61202.0,42615
168,2022,Q4,Gujarat,West,Vadodara,Rural,1396454,34,60,18,53,1298153,948487,682405,379864,219661.36,125532.29,26364.03,67765.04,177593.65,71603.22,53037.73,52952.71,14331486,9837327,215022.0,228306.0,58962,93371.0,30485
169,2023,Q1,Gujarat,West,Vadodara,Semi-Urban,1413013,32,63,24,27,874423,644520,464717,357265,74086.08,32304.44,6049.81,35731.83,56925.31,26782.78,10407.24,19735.29,10222558,7895977,180975.0,80398.0,60939,31980.0,47002
170,2023,Q2,Gujarat,West,Vadodara,Urban,1413013,39,73,22,28,1097083,800882,423178,375732,89005.85,41746.35,7478.79,39780.71,66234.26,28450.06,19627.33,18156.87,11856118,6656589,289512.0,140192.0,126117,47982.0,82411
171,2023,Q3,Gujarat,West,Vadodara,Rural,1413013,33,72,22,29,1231534,1084379,491470,387332,155385.64,67338.54,15711.45,72335.65,124046.62,44688.88,28401.09,50956.65,12666093,8093407,,202649.0,63136,66009.0,47226
172,2023,Q4,Gujarat,West,Vadodara,Semi-Urban,1413013,36,60,22,33,979472,719292,505348,227142,76970.73,40913.5,7646.54,28410.69,58628.33,23566.57,16653.5,18408.26,7266091,4384295,325752.0,129082.0,69847,57415.0,52779
173,2024,Q1,Gujarat,West,Vadodara,Semi-Urban,1429572,34,56,32,34,1164339,810124,461364,498851,120835.91,69645.56,19259.05,31931.3,92754.8,43183.06,26087.68,23484.07,10966667,6616816,239192.0,172990.0,86702,48336.0,57116
174,2024,Q2,Gujarat,West,Vadodara,Urban,1429572,47,80,50,62,1249302,969125,669505,279096,205378.66,115502.11,36803.09,53073.46,132888.67,52100.83,35501.32,45286.52,7880215,4080269,276963.0,284062.0,134021,73323.0,102304
175,2024,Q3,Gujarat,West,Vadodara,Rural,1429572,33,67,30,40,1028953,717446,549168,275262,159905.05,83159.07,24738.56,52007.41,99489.02,36013.9,17742.51,45732.62,5538549,3878343,270878.0,207979.0,79311,50342.0,62947
176,2024,Q4,Gujarat,West,Vadodara,Rural,1429572,36,69,20,27,933666,586154,472691,289010,127490.6,59582.62,18662.39,49245.6,110731.95,39872.73,31520.27,39338.95,7768444,3890578,216870.0,136447.0,57744,51394.0,33269
177,2025,Q1,Gujarat,West,Vadodara,Urban,1446131,40,84,28,46,1192844,1040248,642272,431852,208023.21,97215.87,16664.99,94142.35,133081.81,52378.11,33624.03,47079.67,7318253,5112776,,248299.0,78686,69486.0,51612
178,2025,Q2,Gujarat,West,Vadodara,Rural,1446131,29,48,17,42,1317560,1056604,527928,401099,232082.31,101864.4,18567.3,111650.61,182185.83,76758.39,35640.54,69786.9,17288849,13265552,235996.0,240968.0,99703,66830.0,48004
179,2025,Q3,Gujarat,West,Vadodara,Rural,1446131,35,65,23,27,976330,631744,405547,417225,129428.96,72451.61,23239.86,33737.49,96074.57,49237.71,19769.43,27067.42,9368452,6414180,189203.0,126690.0,77967,30911.0,53328
180,2025,Q4,Gujarat,West,Vadodara,Rural,1446131,27,54,25,35,1224305,1058290,587656,457097,177921.7,75458.43,19296.35,83166.92,123869.29,58642.35,34558.83,30668.12,19741528,10115822,286821.0,153568.0,92132,66453.0,59914
181,2021,Q1,Gujarat,West,Bhavnagar,Urban,513014,29,46,20,44,388134,270180,178476,134179,57610.11,33202.15,7747.25,16660.71,34265.18,18116.93,5840.48,10307.77,3893470,2768779,123205.0,86272.0,28337,27976.0,18305
182,2021,Q2,Gujarat,West,Bhavnagar,Semi-Urban,513014,26,59,28,37,330637,294476,167177,137358,51438.4,24649.48,6946.61,19842.31,41701.36,17247.54,10056.8,14397.03,3573174,1797366,91247.0,83382.0,23066,9276.0,14640
183,2021,Q3,Gujarat,West,Bhavnagar,Rural,513014,21,49,11,26,330296,247089,151734,104251,44062.29,19460.41,4395.83,20206.05,26859.09,10810.63,6272.57,9775.9,2613980,1382171,61503.0,72553.0,38751,8886.0,26326
184,2021,Q4,Gujarat,West,Bhavnagar,Semi-Urban,513014,31,53,17,31,302960,197715,130530,85449,44593.97,22958.91,4229.12,17405.95,27059.1,14226.43,6444.65,6388.03,2883456,1837047,88217.0,38417.0,27778,14692.0,17664
185,2022,Q1,Gujarat,West,Bhavnagar,Rural,519170,24,54,17,23,258281,209201,114836,110396,29615.22,15297.25,4743.42,9574.54,20876.99,9071.7,6250.35,5554.94,1771459,1267970,46594.0,62553.0,37419,10871.0,28937
186,2022,Q2,Gujarat,West,Bhavnagar,Rural,519170,20,34,17,20,331645,207858,133749,81813,32807.93,17727.45,5595.52,9484.95,27088.62,10547.7,6007.2,10533.72,2606334,1304294,56505.0,35937.0,24967,23801.0,15541
187,2022,Q3,Gujarat,West,Bhavnagar,Rural,519170,22,41,12,24,242036,205607,131902,93286,28615.32,14504.52,3358.89,10751.91,21643.45,7628.63,3896.14,10118.69,2875505,1712451,84914.0,34713.0,44798,17576.0,34804
188,2022,Q4,Gujarat,West,Bhavnagar,Rural,519170,24,40,19,16,249918,193666,120982,107180,24209.15,10607.64,4158.03,9443.49,19528.98,10047.03,5592.85,3889.1,2183073,1433764,,40716.0,32321,11890.0,25748
189,2023,Q1,Gujarat,West,Bhavnagar,Urban,525326,35,73,22,26,431856,355875,168162,179173,36244.43,19121.92,3515.25,13607.26,20597.25,8573.18,5504.33,6519.74,4664914,2270252,116569.0,89180.0,49544,11690.0,40035
190,2023,Q2,Gujarat,West,Bhavnagar,Rural,525326,25,58,15,28,268814,170501,135349,70868,37523.18,17752.89,5934.79,13835.51,26049.6,12387.87,6529.18,7132.56,2482537,1907791,74914.0,31540.0,41403,13304.0,28293
191,2023,Q3,Gujarat,West,Bhavnagar,Semi-Urban,525326,28,47,27,26,440244,318821,213244,103137,46959.13,26410.85,6819.76,13728.52,32950.41,15985.97,8125.75,8838.69,4584535,3258119,117269.0,42031.0,49719,11249.0,35805
192,2023,Q4,Gujarat,West,Bhavnagar,Rural,525326,24,45,14,25,318257,224305,167459,116848,51509.69,24517.41,5376.59,21615.69,39479.51,15387.64,8057.83,16034.04,3828580,2130077,62445.0,30018.0,33296,8645.0,23598
193,2024,Q1,Gujarat,West,Bhavnagar,Rural,531482,21,35,17,17,319641,226576,179763,74410,49267.19,23207.17,5988.5,20071.52,41859.62,16681.71,7232.64,17945.26,1868406,1218490,68620.0,31932.0,20543,8485.0,14674
194,2024,Q2,Gujarat,West,Bhavnagar,Rural,531482,27,44,18,34,297110,225347,120133,102057,35139.75,19303.78,4960.49,10875.48,22756.39,9128.7,4684.15,8943.54,3537407,2106242,59221.0,35206.0,32505,,21718
195,2024,Q3,Gujarat,West,Bhavnagar,Rural,531482,22,46,21,29,361058,225332,163225,125293,47927.34,22497.5,5241.02,20188.83,30567.06,12732.9,7276.08,10558.08,3686756,2749487,90994.0,56899.0,44625,9368.0,32232
196,2024,Q4,Gujarat,West,Bhavnagar,Rural,531482,25,41,22,24,274168,180549,104234,112320,20500.84,9975.75,2371.07,8154.02,17443.54,6245.8,4041.84,7155.9,2645679,1907869,71664.0,55309.0,21271,12144.0,12515
197,2025,Q1,Gujarat,West,Bhavnagar,Urban,537638,34,61,19,29,499679,369708,253039,186122,57165.14,25898.84,6364.0,24902.3,43439.94,18664.23,6991.83,17783.87,5772693,4200000,131647.0,112503.0,44464,20580.0,32597
198,2025,Q2,Gujarat,West,Bhavnagar,Rural,537638,23,47,20,16,400941,349985,173801,156608,35157.98,17498.25,4732.0,12927.74,30082.85,15771.33,8119.71,6191.81,2825283,2079404,101902.0,105822.0,29403,11101.0,20513
199,2025,Q3,Gujarat,West,Bhavnagar,Rural,537638,22,35,14,15,348659,224393,180093,93956,72440.87,33779.94,11468.95,27191.98,59044.44,32315.77,14388.99,12339.68,3206804,2153385,54148.0,55956.0,28725,23703.0,23123
200,2025,Q4,Gujarat,West,Bhavnagar,Rural,537638,22,35,14,31,403489,322021,185749,137728,46059.63,25189.55,8204.33,12665.74,39506.33,21205.94,8545.67,9754.72,5852009,3058249,110094.0,84088.0,28631,12896.0,19367
201,2021,Q1,Rajasthan,North,Jaipur,Urban,944670,33,58,22,51,631629,528762,289680,157429,49084.49,28278.78,5738.65,15067.06,32782.23,13729.8,7634.2,11418.23,6508803,4115694,176909.0,156504.0,40906,46827.0,22191
202,2021,Q2,Rajasthan,North,Jaipur,Rural,944670,25,52,21,26,517016,434199,216703,202801,80332.72,39626.89,8488.33,32217.49,64121.4,29019.74,13139.73,21961.93,5118287,3870486,162812.0,138573.0,52619,14340.0,27654
203,2021,Q3,Rajasthan,North,Jaipur,Rural,944670,19,31,11,25,679633,503302,274454,222649,79597.05,41343.74,12088.55,26164.77,46683.61,16671.56,13968.03,16044.02,4711554,2316611,141180.0,65814.0,55271,44257.0,31850
204,2021,Q4,Rajasthan,North,Jaipur,Rural,944670,23,48,19,33,680670,423904,364573,215604,136128.34,78669.02,21162.09,36297.22,86038.5,39378.02,25716.82,20943.67,6636767,3873707,187771.0,59123.0,33459,30748.0,17962
205,2022,Q1,Rajasthan,North,Jaipur,Semi-Urban,956006,28,43,20,25,575023,367492,240028,193590,63757.19,30622.5,10685.1,22449.6,54113.83,24275.0,11159.45,18679.38,2759588,1571019,91052.0,114172.0,50557,23587.0,25823
206,2022,Q2,Rajasthan,North,Jaipur,Semi-Urban,956006,24,39,21,19,528618,462350,220975,207462,70643.28,40469.54,7396.08,22777.67,58894.1,22601.32,16463.96,19828.82,7149719,5436922,103307.0,102806.0,85612,34878.0,66660
207,2022,Q3,Rajasthan,North,Jaipur,Rural,956006,19,35,14,22,473381,385118,195749,134991,69424.42,37372.21,10035.54,22016.67,41752.2,19181.34,7191.5,15379.36,2950413,1658711,122511.0,78064.0,88276,34406.0,51231
208,2022,Q4,Rajasthan,North,Jaipur,Rural,956006,19,32,14,29,481378,401365,193387,205097,62583.0,29715.32,8934.78,23932.9,38386.24,14556.22,11183.02,12646.99,5905104,4266322,184061.0,119403.0,37420,20092.0,21182
209,2023,Q1,Rajasthan,North,Jaipur,Semi-Urban,967342,23,46,22,24,559337,377593,239114,158280,89340.44,47473.08,10385.84,31481.52,73430.63,28697.98,16570.77,28161.88,3037480,2263242,161701.0,58916.0,53760,33109.0,24696
